"employee_id","department","job_level","employment_type","city","hire_date","last_review_date","salary","bonus_pct","performance_score","overtime_hours","training_hours","satisfaction_score","manager","attrition","employment_status"
"EMP00628","Sales","Senior Analyst","Full-time","Bukhara","27/01/2019","2020-05-22","37,985.38","0.07","3.55","24","16","1.21","Nodira Usmanova","yes","On Leave"
"EMP00629","Finance","Manager","Part-time","Fergana","05/06/2021","2023-08-14","55,575.58","0.06","4.2","28","4","1.51","Aziz Khan","no","Resigned"
"EMP00630","Marketing","L2","Full-time","Samarkand","12/05/2019","2021-07-17","$113,028.41","0.08","3.55","17","68","2.03",,"no","On Leave"
"EMP00631","Customer Success","L2","Intern","Andijan","22/01/2021","2023-07-06","45,023.84","0.11","3.14","38","42","1.06","Timur Akramov","no","Resigned"
"EMP00632","Operations","L1","Contract","Bukhara","28/02/2016","2017-05-13","122,653.75","0.2","3.48","31","25","1.84","Nodira Usmanova","Yes","Resigned"
"EMP00633","HR","L1","Part-time","Andijan","03/02/2017","2019-04-14","115,772.88","0.02","3","3","37","1.15","Sara Lee","yes","Resigned"
"EMP00634","IT","L3","Contract","Bukhara","02/05/2016","2019-05-29","148,354.83","0.11","3.19","41","15","3.85","Farida Karim","No","Resigned"
"EMP00635","Finance","Manager","Intern","Samarkand","27/03/2021","2022-04-09","81,430.36","0.02","3.03","25","2","1.56","Timur Akramov","no","On Leave"
"EMP00636","Operations","L4","Part-time","Samarkand","13/04/2021","2021-11-16","149,775.51","0.02","4.28","13","51","1.31","Sara Lee","No","Resigned"
"EMP00637","Human Resources","L4","Part-time","Nukus","30/12/2021","2023-06-09","125,159.15","0.16","2.82","40","59","4.2","Farida Karim","Yes","active"
"EMP00638","Operations","L3","Full-time",,"18/02/2020","2020-09-23","142,087.95","0.19","4.03","25","27","1.37","Nodira Usmanova","No","Active"
"EMP00639","Finance","Senior Analyst","Contract","Bukhara","14/10/2023","2026-12-31","125,317.10","0.01","2.25","20","78","1.91","Nodira Usmanova","yes","Resigned"
"EMP00640","Human Resources","Senior Analyst","Contract","Tashkent","10/06/2021","2023-07-22","34,152.69","0.13","4.97","33","75","2.56","Aziz Khan","yes","Active"
"EMP00641","sales ","L1","Intern","Tashkent","04/08/2017","2020-08-28","99,755.00","0.04","2.43","29","8","4.95","Rustam Mamatov","No","active"
"EMP00642","Operations","Senior Analyst","Intern","Tashkent","10/08/2024","2027-11-13","44,206.63","0.05","3.14","22","56","2.39","Nodira Usmanova","NO","Resigned"
"EMP00643","Customer Success","L2","Full-time","Nukus","19/10/2018","2019-12-01","54,004.32","0.11","4.32","6","47","2.61","Rustam Mamatov","NO","On Leave"
"EMP00644","IT","Manager","Intern","Samarkand","13/09/2021","2023-01-02","$74,231.45","0.07","4.6","19","10","3.67","Sara Lee","NO","active"
"EMP00645","sales ","L3","Intern","Fergana","22/11/2019","2020-12-06","81,653.92","0.19","4.93","14","23","2.84","Timur Akramov","NO","active"
"EMP00646","IT","Senior Analyst","Part-time","Andijan","26/04/2019","2020-03-08","87,135.56","0.04","4.81","1","3","4.51","Timur Akramov","no","Active"
"EMP00647","Human Resources","Manager","Part-time","Andijan","19/07/2019","2021-03-28","127,685.48","0.15","3.26","39","67","2.4","Timur Akramov","No","On Leave"
"EMP00648","Finance","L1","Intern","Samarkand","13/06/2020","2023-06-12",,"0.11","4.54","43","36","1.06",,"Yes","active"
"EMP00649","Marketing","Senior Analyst","Intern","Nukus","10/04/2025","2026-12-17","82,070.96","0.19","4.76","0","31","2.57","Aziz Khan","NO","Active"
"EMP00650","Human Resources","L4","Full-time","Samarkand","03/07/2016","2018-07-30","134,434.99","0.17","3.32","6","16","4.43","Rustam Mamatov","no","active"
"EMP00651"," hr ","Senior Analyst","Part-time","Andijan","06/06/2019","2021-03-15"," 103,727.38 ","0.11","3.11","30","67","4.84","Nodira Usmanova","no","On Leave"
"EMP00652","Marketing","Senior Analyst","Intern","Tashkent","13/08/2021","2022-06-09","126,121.10","0.02","3.67","7","66","3.24","Aziz Khan","NO","On Leave"
"EMP00653","IT","L4","Intern","Fergana","16/04/2025","2027-08-29","84,107.26","0.19","4.69","28","11","5","Farida Karim","NO","On Leave"
"EMP00654","Operations","L4","Full-time","Tashkent","25/09/2017","2019-04-16","75,925.38","0.03","3.75","17","18","2.49","Aziz Khan","yes","Active"
"EMP00655","IT","L4","Full-time","Nukus","28/11/2023","2026-12-04","135,016.62","0.03","4.51","33","67","1.68","Rustam Mamatov","Yes","On Leave"
"EMP00656","Marketing","Senior Analyst","Part-time","Samarkand","27/03/2024","2026-07-10","67,995.69","0.05","2.44","30","76","3.07","Rustam Mamatov","No","active"
"EMP00657","Marketing","Manager","Full-time","Tashkent","22/03/2021","2023-09-10","148,937.60","0.17","2.28","26","55","1.97","Farida Karim","Yes","On Leave"
"EMP00658","Marketing","L3","Contract","Tashkent","25/06/2024","2025-05-19","$144,537.59","0.05","4.95","27","55","3.71","Nodira Usmanova",,"On Leave"
"EMP00659","Human Resources","L2","Full-time","Samarkand","05/01/2022","2024-04-01","134,287.58","0.01","3.29","23","61","4.1","Sara Lee","No","active"
"EMP00660","Human Resources","Manager","Intern","Nukus","15/11/2017","2020-01-29","$ 49,753.76","0.01","4.3","38","41","2.89","Aziz Khan","No","Active"
"EMP00661","Human Resources","Senior Analyst","Full-time","Bukhara","06/04/2021","2022-11-06","136,360.55","0.03","4.63","26","59","1.36","Farida Karim","No","On Leave"
"EMP00662","Operations","L3","Full-time","Nukus","02/07/2023","2026-04-05","146,600.91","0.06","2.7","42","6","3.36","Aziz Khan","no","On Leave"
"EMP00663","Human Resources","Senior Analyst","Part-time","Andijan","21/01/2022","2023-01-11","126,399.92","0.17",,"10","67","2.94","Sara Lee","yes","Active"
"EMP00664","Sales","L1","Contract","Nukus","09/08/2022","2023-03-15","112,926.01","0.06","4.55","0","5","1.39","Farida Karim","no","Resigned"
"EMP00665","HR","Senior Analyst","Contract","Samarkand","21/05/2020","2021-08-18","92,911.24","0.04","3.21","16","74","4.82","Farida Karim","no","On Leave"
"EMP00666","sales ","L2","Full-time","Andijan","07/06/2021","2022-06-26","82,436.43","0.01","3.72","43","12","4.45",,"No","Resigned"
"EMP00667","Finance","Manager","Contract","Andijan","19/07/2018","2019-09-10","76,680.45","0.02","4.74","20","34","4.43","Sara Lee","NO","Active"
"EMP00668","HR","L3","Intern","Nukus","15/12/2022","2025-11-18","130,279.26","0.09","2.74","36","46","1.79","Rustam Mamatov","No","Resigned"
"EMP00669","Finance","L1","Contract","Nukus","03/07/2022","2023-11-27","132,500.68","0.02","4.15","0","51","1.5","Farida Karim","NO","Resigned"
"EMP00670","Finance","L2","Part-time","Tashkent","08/10/2017","2019-12-10","77,583.16","0.14","4.67","0","50","4.2","Aziz Khan","NO","Active"
"EMP00671","sales ","Manager","Full-time","Andijan","21/05/2019","2022-08-26","125,751.74","0.15","3.72","19","15","4.01","Aziz Khan","No","Resigned"
"EMP00672","Finance","L4","Intern","Fergana","23/11/2022","2023-09-18","$108,912.87","0.1","2.21","23","54","3.6","Rustam Mamatov","no","active"
"EMP00673","Finance","L4","Contract","Samarkand","24/03/2024","2025-11-07","76,834.62","0.08","2.05","31","15","4.38","Rustam Mamatov","Yes","Active"
"EMP00674","Sales","L2","Contract","Tashkent","19/11/2020","2023-11-23","77,520.47","0.14","2.36","9","46","3","Nodira Usmanova","NO","Active"
"EMP00675","Sales","L4","Intern","Bukhara","11/03/2020","2020-10-10",,"0.12","3.87","7","33","3.84","Farida Karim","NO","active"
"EMP00676","Sales","Senior Analyst","Intern","Samarkand","23/03/2017","2020-05-22","82,595.44","0.18","2.8","44","60","3.88","Sara Lee","No","Active"
"EMP00677","Customer Success","L2","Full-time","Nukus","10/04/2017","2019-06-04","124,150.18","0.15","3.52","10","13","2.28","Nodira Usmanova","yes","Resigned"
"EMP00678","Operations","L1","Contract","Tashkent","28/05/2023","2025-04-07","138,353.25","0.13","3.9","14","16","1.6","Rustam Mamatov","Yes","Resigned"
"EMP00679","Finance","L1","Intern","Andijan","11/08/2016","2017-04-22","57,558.18","0.14","3.65","11","41","1.91","Rustam Mamatov","yes","Resigned"
"EMP00680","Human Resources","L2","Part-time","Fergana","20/03/2020","2022-01-01","145,556.59","0.11","2.81","21","6","4.69","Aziz Khan","NO","Active"
"EMP00681","Operations","L1","Full-time","Tashkent","26/01/2016","2018-05-24","99,866.81","0.05","4.67","1","70","4.14","Timur Akramov","no","On Leave"
"EMP00682"," hr ","Senior Analyst","Contract","Samarkand","14/08/2019","2020-06-04","130,674.49","0.11","4.92","24","20","3.02","Rustam Mamatov","Yes","Resigned"
"EMP00683","Finance","L2","Intern","Nukus","27/05/2024","2027-01-16","36,783.77","0.04","4","32","30","1.94","Aziz Khan","No","active"
"EMP00684","Operations","L1","Intern","Tashkent","22/05/2020","2022-03-02","40,961.84","0.07","4.35","12","66","1.46",,"Yes","Resigned"
"EMP00685","Customer Success","L1","Full-time","Fergana","13/07/2021","2022-04-27","44,265.46","0.17","2.65","32","60","4.55","Sara Lee","Yes","active"
"EMP00686","Operations","L1","Intern","Bukhara","27/09/2020","2021-07-18","$45,577.06","0.05","2.08","44","66","2.76","Sara Lee","No","active"
"EMP00687","Operations","L1","Part-time","Tashkent","28/11/2022","2023-06-18","33,454.07","0.03","2.83","8","61","3.52","Rustam Mamatov","Yes","active"
"EMP00688","HR","Manager","Contract","Andijan","08/10/2016","2019-10-16","54,606.89","0.19","2.35","5","15","4.4","Aziz Khan","yes","active"
"EMP00689","Marketing","Senior Analyst","Contract","Andijan","09/03/2022","2023-11-11","99,573.29","0.08","4.98","9","33","4.93","Rustam Mamatov","no","active"
"EMP00690","Operations","Senior Analyst","Intern","Samarkand","01/07/2017","2019-06-01","56,983.43","0.2","3.41","32","62","1.34","Rustam Mamatov","NO","Resigned"
"EMP00691","Customer Success","L4","Part-time","Tashkent","24/11/2019","2023-03-02","47,804.74","0.02","2.19","27","19","2.95","Sara Lee","Yes","active"
"EMP00692","Marketing","Senior Analyst","Contract","Nukus","07/10/2022","2023-07-21","82,836.97","0.08","2.23","17","35","2.77","Aziz Khan","Yes","Active"
"EMP00693","Sales","Manager","Part-time","Fergana","25/12/2021","2025-01-10"," 123,471.03 ","0.18","4.88","44","9","2.67","Sara Lee","Yes","On Leave"
"EMP00694","Sales","Senior Analyst","Contract","Nukus","31/12/2019","2023-04-11","135,462.65","0.02","4.03","10","65","3.39","Aziz Khan","NO","Active"
"EMP00695","Marketing","Senior Analyst","Part-time","Fergana","25/04/2024","2027-05-26","29,685.24","0.03","2.94","43","73","1.88","Timur Akramov","yes","Resigned"
"EMP00696","Human Resources","Senior Analyst","Part-time",,"30/06/2018","2020-03-17","61,842.68","0","2.28","23","0","4.19","Aziz Khan","yes","Resigned"
"EMP00697","Marketing","L1","Full-time","Bukhara","05/08/2023","2026-02-18","62,360.33","0.06","2.52","15","58","4.39","Farida Karim","Yes","Active"
"EMP00698","Marketing","Senior Analyst","Part-time","Samarkand","22/02/2020","2021-01-17","61,566.84","0.13","3.96","29","26","4.67","Rustam Mamatov","No","Resigned"
"EMP00699","HR","L1","Full-time","Andijan","29/11/2020","2023-01-28","66,360.79","0.12","4.3","30","70","1.57","Aziz Khan","Yes","Active"
"EMP00700","Sales","L1","Intern","Nukus","27/07/2021","2024-10-31","$132,143.92","0.05","4.6","28","40","1.29","Farida Karim","No","On Leave"
"EMP00701","HR","Manager","Full-time","Nukus","12/07/2018","2020-05-12","142,121.36","0.05","2.06","41","40","3.15","Farida Karim","Yes","Active"
"EMP00702","Human Resources","L1","Part-time","Tashkent","05/02/2018","2019-03-11",,"0.18",,"3","0","2.31",,"NO","On Leave"
"EMP00703","Sales","L3","Part-time","Samarkand","14/12/2016","2018-04-24","72,859.35","0.17","2.89","4","5","4.01","Nodira Usmanova","Yes","On Leave"
"EMP00704","Operations","L3","Part-time","Nukus","28/12/2018","2019-07-09","38,916.95","0.04","2.61","18","16","3.29","Farida Karim","Yes","Resigned"
"EMP00705","Human Resources","Manager","Full-time","Samarkand","08/06/2023","2024-03-01","92,286.36","0.1","4.4","33","1","2.37","Sara Lee",,"Resigned"
"EMP00706","Operations","Manager","Intern","Samarkand","17/06/2021","2022-08-07","125,949.06","0.14","2.97","16","48","1.44","Aziz Khan","NO","Active"
"EMP00707","Finance","L2","Intern","Samarkand","24/07/2023","2025-08-12","115,934.06","0.09","2.91","17","12","3.11","Sara Lee","Yes","active"
"EMP00708","HR","Manager","Intern","Fergana","20/09/2024","2025-11-18","134,366.63","0.19","3.18","36","45","2.6","Sara Lee","Yes","Active"
"EMP00709","IT","Senior Analyst","Part-time","Nukus","17/10/2016","2017-04-21","134,023.45","0.15","2.09","45","29","4.13","Timur Akramov","No","On Leave"
"EMP00710","Customer Success","L3","Part-time","Samarkand","30/04/2020","2023-06-22","106,234.50","0.19","4.4","9","3","3.53","Sara Lee","NO","On Leave"
"EMP00711","Sales","L2","Full-time","Nukus","23/05/2021","2021-12-11","80,188.27","0.13","2.41","41","25","2.9","Rustam Mamatov","No","active"
"EMP00712","Marketing","L3","Contract","Fergana","20/10/2017","2019-01-17","98,700.69","0.05","3.8","39","68","1.29","Aziz Khan","no","Resigned"
"EMP00713"," hr ","L3","Part-time","Bukhara","17/09/2023","2025-01-08","35,570.87","0.08","2.18","21","65","2.16","Farida Karim","Yes","Active"
"EMP00714","Human Resources","L1","Intern","Tashkent","11/03/2024","2025-10-14","$112,891.24","0.11","3.1","5","66","4.08","Nodira Usmanova","No","active"
"EMP00715","HR","L1","Full-time","Bukhara","02/09/2016","2018-10-21","55,957.91","0.11","4.47","5","68","4.46","Farida Karim","No","On Leave"
"EMP00716","Finance","Senior Analyst","Part-time","Bukhara","28/12/2018","2020-03-11","53,888.78","0.15","3.28","4","62","4","Nodira Usmanova","Yes","On Leave"
"EMP00717","IT","L3","Full-time","Tashkent","22/04/2021","2023-04-08","47,656.37","0.05","4.87","4","37","4.37","Rustam Mamatov","No","Active"
"EMP00718","Marketing","Manager","Contract","Nukus","15/06/2024","2026-06-09","55,334.70","0.07","2.81","45","56","4.44","Nodira Usmanova","Yes","active"
"EMP00719","HR","L4","Part-time","Fergana","11/07/2018","2021-01-07","75,731.30","0.18","4.79","14","21","1.08","Sara Lee","no","On Leave"
"EMP00720","HR","L2","Full-time","Nukus","08/09/2021","2023-08-04","89,486.81","0.17","3.07","1","1","1.76",,"NO","On Leave"
"EMP00721","IT","Manager","Contract","Bukhara","08/05/2019","2020-07-24","34,579.16","0.13","4.03","39","16","3.55","Sara Lee","no","On Leave"
"EMP00722","Operations","L3","Full-time","Bukhara","30/01/2021","2022-06-01","141,808.78","0.11","4.99","2","60","4.43","Aziz Khan","No","On Leave"
"EMP00723","HR","Senior Analyst","Full-time","Andijan","28/02/2017","2019-12-05","59,759.67","0.12","3.76","34","13","4.45","Nodira Usmanova","no","Resigned"
"EMP00724","Marketing","L3","Contract","Samarkand","20/08/2021","2022-10-08","68,628.96","0.02","2.78","23","0","3.88","Aziz Khan","no","Active"
"EMP00725","sales ","Manager","Part-time","Bukhara","19/04/2024","2025-12-12","81,709.91","0.01","3.73","25","46","3.78","Timur Akramov","Yes","Active"
"EMP00726","Sales","L3","Contract","Nukus","17/01/2019","2021-01-05","$ 43,479.36","0.05","4.16","37","70","3.76","Rustam Mamatov","NO","Resigned"
"EMP00727","Finance","Senior Analyst","Contract","Bukhara","21/08/2018","2021-09-01","30,574.69","0.14","4.06","27","18","1.67","Nodira Usmanova","No","Resigned"
"EMP00728","Sales","L2","Part-time","Nukus","25/02/2016","2019-03-10","$42,056.14","0.01","2.38","25","29","1.75","Nodira Usmanova","No","Resigned"
"EMP00729","IT","L2","Contract","Fergana","11/07/2022","2024-01-27",,"0.17","2.43","21","73","4.38","Timur Akramov","no","Active"
"EMP00730","Marketing","Manager","Intern","Nukus","29/03/2019","2021-11-16","145,392.39","0.19","3.64","21","56","4.49","Rustam Mamatov","yes","active"
"EMP00731","Marketing","Senior Analyst","Intern","Fergana","14/03/2021","2023-08-26","72,162.24","0.03","2.01","10","27","1.33","Rustam Mamatov","no","active"
"EMP00732","Customer Success","L2","Contract","Samarkand","10/11/2021","2022-10-11","101,740.07","0.18","3.54","41","10","2.7","Nodira Usmanova","Yes","On Leave"
"EMP00733","IT","Senior Analyst","Full-time","Bukhara","02/06/2023","2026-02-01","133,701.02","0.12","3.64","17","41","3.57","Rustam Mamatov","no","active"
"EMP00734","HR","Senior Analyst","Contract","Samarkand","23/02/2024","2026-04-28","73,781.62","0.2","4.27","41","27","4.19","Rustam Mamatov","yes","Resigned"
"EMP00735","Human Resources","L3","Contract","Samarkand","21/12/2019","2020-08-02"," 145,751.61 ","0.06","4","3","11","3.17","Aziz Khan","no","On Leave"
"EMP00736","Sales","L1","Contract","Tashkent","27/11/2024","2026-02-22","66,964.61","0.1","2.96","1","42","4.13","Aziz Khan","NO","On Leave"
"EMP00737","Marketing","Senior Analyst","Part-time","Fergana","08/10/2019","2022-01-14","110,732.19","0.1","2.45","41","53","2.12","Nodira Usmanova","No","On Leave"
"EMP00738","Sales","Senior Analyst","Full-time","Bukhara","08/04/2025","2026-05-06","86,624.04","0.16","4.72","10","30","3.12",,"no","Resigned"
"EMP00739","Sales","Manager","Contract","Andijan","09/04/2023","2024-01-20","97,973.52","0.05","3.7","10","22","3.98","Sara Lee","Yes","active"
"EMP00740","IT","L1","Part-time","Samarkand","02/04/2018","2019-09-12","66,104.48","0.01","4.42","23","75","4.36","Nodira Usmanova","no","On Leave"
"EMP00741","HR","L1","Contract","Fergana","05/10/2024","2025-05-05","42,493.10","0.12",,"8","10","4.74","Rustam Mamatov","yes","On Leave"
"EMP00742","Finance","Senior Analyst","Full-time","Samarkand","03/01/2019","2020-05-11","$107,008.91","0","3.11","27","38","1.23","Nodira Usmanova","no","On Leave"
"EMP00743","Customer Success","L2","Full-time","Nukus","24/03/2022","2022-12-24","116,668.64","0.19","2.09","37","43","3.91","Nodira Usmanova","no","Resigned"
"EMP00744"," hr ","L2","Contract","Samarkand","26/07/2019","2021-02-18","52,646.76","0.05","3.66","24","58","1.04","Nodira Usmanova","NO","On Leave"
"EMP00745","Marketing","L4","Full-time","Samarkand","14/08/2020","2023-09-28","31,831.83","0.18","3.7","19","56","2.53","Farida Karim","NO","active"
"EMP00746","Finance","L2","Full-time","Andijan","13/11/2018","2020-08-03","99,037.63","0.12","3.19","5","38","4.45","Sara Lee","no","On Leave"
"EMP00747","Human Resources","L2","Contract","Fergana","16/03/2018","2021-02-21","61,287.14","0.2","4.76","39","14","2.84","Farida Karim","NO","active"
"EMP00748","Sales","L2","Part-time","Bukhara","14/03/2018","2020-04-16","89,126.03","0.06","3.35","25","51","2.29","Farida Karim","NO","Active"
"EMP00749","Sales","L2","Intern","Tashkent","14/08/2017","2018-03-16","85,788.52","0.05","3.24","39","49","2.83","Farida Karim","no","Active"
"EMP00750","Customer Success","Senior Analyst","Intern","Bukhara","23/11/2021","2023-01-02","136,140.34","0.02","2.66","12","65","3.37","Nodira Usmanova","yes","On Leave"
"EMP00751","Marketing","Manager","Full-time","Andijan","06/07/2018","2019-03-05","66,060.89","0.12","3.67","30","10","2.37","Aziz Khan","No","On Leave"
"EMP00752","Human Resources","Senior Analyst","Part-time","Bukhara","10/09/2023","2026-04-29","111,688.84","0.15","4.36","6","65","4.8","Sara Lee",,"active"
"EMP00753","Operations","L4","Contract","Tashkent","21/02/2018","2019-06-06","75,527.44","0.16","4.71","40","52","3.39","Sara Lee","No","Resigned"
"EMP00754","IT","L3","Full-time",,"22/03/2021","2022-06-25","133,176.64","0.08","4.79","11","67","2.34","Farida Karim","NO","Resigned"
"EMP00755","sales ","L3","Intern","Andijan","12/10/2017","2020-04-27","135,793.85","0.07","3.87","3","55","4.95","Nodira Usmanova","no","active"
"EMP00756","Sales","L4","Contract","Tashkent","28/08/2023","2024-06-10",,"0.13","2.88","15","26","4.51",,"no","Resigned"
"EMP00757","Sales","Manager","Intern","Fergana","30/12/2017","2020-03-19","32,748.48","0.03","4.42","42","49","4.71","Sara Lee","no","Resigned"
"EMP00758","IT","L3","Contract","Andijan","02/07/2016","2017-05-04","135,181.60","0.1","2.5","15","8","1.32","Farida Karim","yes","Active"
"EMP00759","Marketing","Senior Analyst","Full-time","Andijan","24/12/2024","2026-11-05","$ 133,157.53","0.15","4.49","16","8","4.85","Nodira Usmanova","Yes","Resigned"
"EMP00760","Finance","L2","Full-time","Andijan","29/08/2021","2024-07-09","42,765.69","0.16","2.16","1","29","1.47","Rustam Mamatov","NO","On Leave"
"EMP00761","Operations","Senior Analyst","Full-time","Tashkent","30/09/2023","2024-08-01","62,862.47","0.08","4.03","32","8","2.46","Aziz Khan","No","active"
"EMP00762","sales ","Manager","Part-time","Andijan","16/02/2023","2024-02-10","75,462.11","0.01","3.75","41","78","3.77","Nodira Usmanova","yes","active"
"EMP00763","HR","L4","Intern","Fergana","18/10/2024","2025-06-30","37,835.40","0.2","2.48","39","43","2.87","Timur Akramov","yes","Active"
"EMP00764","Operations","L2","Full-time","Fergana","06/10/2023","2026-11-28","87,735.92","0.14","4.83","15","70","1.26","Nodira Usmanova","NO","Resigned"
"EMP00765","sales ","Manager","Full-time","Samarkand","10/12/2019","2021-02-24","96,560.31","0.16","4.36","15","7","1.77","Sara Lee","No","Active"
"EMP00766","Human Resources","L1","Full-time","Samarkand","05/05/2023","2025-04-10","56,068.35","0.02","3.64","14","17","2.59","Aziz Khan","yes","On Leave"
"EMP00767","sales ","L3","Part-time","Andijan","23/07/2024","2027-10-09","52,544.97","0.05","2.22","6","44","1.55","Nodira Usmanova","No","Active"
"EMP00768","Operations","L4","Part-time","Andijan","29/03/2025","2027-02-16","68,352.59","0.06","4.11","44","17","1.7","Aziz Khan","yes","On Leave"
"EMP00769","sales ","L3","Full-time","Andijan","28/11/2021","2022-10-22","139,976.45","0.01","4.75","41","71","2.03","Aziz Khan","No","On Leave"
"EMP00770","Human Resources","L2","Contract","Tashkent","04/03/2024","2026-01-24","$112,440.41","0.08","3.04","13","6","3.75","Timur Akramov","No","Active"
"EMP00771","Finance","L4","Part-time","Samarkand","05/01/2017","2019-12-28","74,580.79","0.11","4.91","3","0","2.78","Timur Akramov","yes","On Leave"
"EMP00772","sales ","L1","Contract","Bukhara","07/12/2016","2019-04-27","28,775.46","0.13","3.69","37","45","4.02","Farida Karim","yes","active"
"EMP00773","Operations","Manager","Intern","Andijan","27/12/2019","2021-11-09","132,057.57","0.12","4.34","5","53","4.76","Nodira Usmanova","No","active"
"EMP00774","Operations","L2","Part-time","Fergana","11/07/2018","2020-11-03","95,872.29","0.07","2.33","22","50","1.96",,"NO","Resigned"
"EMP00775"," hr ","L4","Contract","Nukus","16/01/2022","2024-05-04","115,243.94","0.14","2.1","30","18","1.22","Sara Lee","Yes","active"
"EMP00776","HR","L4","Intern","Samarkand","03/04/2023","2025-11-14","71,049.54","0.18","3.97","42","60","1.67","Nodira Usmanova","No","Active"
"EMP00777","Marketing","L3","Full-time","Samarkand","06/01/2023","2023-08-31"," 139,363.47 ","0.02","3.98","37","55","4.79","Farida Karim","Yes","Resigned"
"EMP00778","Operations","Manager","Intern","Andijan","07/04/2019","2021-01-09","62,016.71","0.11","2.47","0","36","4.02","Aziz Khan","NO","Resigned"
"EMP00779","Marketing","Senior Analyst","Full-time","Tashkent","28/02/2019","2022-01-07","87,378.51","0.08","3.71","19","44","3.7","Nodira Usmanova","no","Resigned"
"EMP00780","Operations","L4","Part-time","Andijan","27/12/2024","2027-05-14","135,848.83","0.01",,"14","70","2.96","Nodira Usmanova","yes","Active"
"EMP00781","Operations","L3","Intern","Bukhara","23/05/2018","2019-05-06","74,398.84","0.13","2.27","36","16","1.3","Nodira Usmanova","No","Active"
"EMP00782","HR","L1","Intern","Andijan","09/10/2017","2018-10-20","42,752.78","0.07","2.39","27","36","4.12","Rustam Mamatov","no","Active"
"EMP00783","Finance","L1","Part-time","Samarkand","30/04/2022","2023-11-26",,"0.19","4.94","1","40","1.04","Nodira Usmanova","yes","active"
"EMP00784","Human Resources","L1","Contract","Bukhara","13/01/2018","2019-01-11","$127,376.95","0.09","4.33","11","31","4.19","Sara Lee","Yes","Active"
"EMP00785","Sales","L1","Intern","Nukus","27/06/2016","2018-04-29","42,474.60","0.03","2.27","35","72","2.07","Aziz Khan","No","On Leave"
"EMP00786","Operations","L3","Part-time","Andijan","16/02/2023","2023-10-31","85,442.78","0.13","3.27","17","25","4.67","Nodira Usmanova","No","Resigned"
"EMP00787","Customer Success","Senior Analyst","Full-time","Andijan","04/07/2021","2022-02-12","120,322.60","0.15","4.34","25","56","1.05","Nodira Usmanova","no","Active"
"EMP00788","HR","L3","Part-time","Samarkand","16/10/2019","2020-12-01","55,733.99","0.1","4.37","34","7","4.41","Nodira Usmanova","NO","Resigned"
"EMP00789","HR","L2","Intern","Nukus","30/05/2024","2026-12-27","134,341.44","0.04","2.76","24","70","2.27","Nodira Usmanova","No","On Leave"
"EMP00790","sales ","Senior Analyst","Full-time","Fergana","23/05/2018","2019-07-21","33,348.32","0.11","4.43","21","21","3.2","Rustam Mamatov","No","Resigned"
"EMP00791","Customer Success","L4","Intern","Tashkent","27/07/2017","2018-08-12","40,335.07","0.08","3.23","17","72","1.21","Rustam Mamatov","NO","On Leave"
"EMP00792","Sales","L3","Intern","Fergana","27/03/2025","2027-07-04","$ 62,338.67","0.1","4.06","33","17","1.79",,"yes","Resigned"
"EMP00793","Human Resources","L3","Contract","Samarkand","29/10/2018","2020-11-01","144,732.36","0.14","3.7","33","9","4.3","Farida Karim","yes","Active"
"EMP00794","sales ","L3","Contract","Samarkand","16/04/2016","2018-10-14","131,548.35","0.17","4.19","2","29","3.82","Timur Akramov","No","active"
"EMP00795","Finance","L1","Part-time","Tashkent","27/12/2022","2023-09-15","97,830.69","0.12","3.03","42","62","4.69","Nodira Usmanova","No","active"
"EMP00796","IT","Manager","Part-time","Bukhara","14/03/2016","2017-03-08","108,928.20","0.17","3.09","13","2","3.74","Sara Lee","No","Resigned"
"EMP00797","sales ","Senior Analyst","Full-time","Samarkand","15/01/2025","2027-10-09","84,214.30","0.03","4.29","33","75","1.39","Farida Karim","No","On Leave"
"EMP00798","Human Resources","L1","Full-time","Tashkent","23/07/2022","2024-08-04","$87,444.44","0.16","3.69","42","32","1.89","Sara Lee","No","Active"
"EMP00799","Human Resources","Senior Analyst","Intern","Bukhara","27/03/2022","2025-02-25","66,888.78","0.12","3.16","15","62","1.17","Rustam Mamatov",,"Resigned"
"EMP00800","IT","L4","Part-time","Samarkand","22/09/2019","2022-07-27","100,099.13","0.17","2.81","37","75","1","Rustam Mamatov","No","On Leave"
"EMP00801","Operations","L1","Full-time","Fergana","21/07/2023","2024-03-03","139,717.42","0.03","2.92","33","19","4.88","Aziz Khan","Yes","active"
"EMP00802","Marketing","L4","Contract","Nukus","20/04/2017","2018-03-10","138,817.33","0.11","3.92","25","38","1.01","Aziz Khan","no","Active"
"EMP00803","Marketing","L4","Contract","Tashkent","26/01/2025","2027-02-20","74,518.47","0.03","4.53","31","50","3.72","Sara Lee","yes","active"
"EMP00804","Sales","Manager","Intern","Tashkent","03/10/2020","2021-07-09","131,504.40","0.02","4","1","14","3","Sara Lee","Yes","On Leave"
"EMP00805","HR","Manager","Contract","Nukus","07/08/2016","2019-02-16","105,489.02","0.06","3.47","24","1","4.89","Aziz Khan","Yes","Resigned"
"EMP00806"," hr ","L1","Part-time","Tashkent","07/03/2024","2025-08-22","102,085.99","0.01","4.56","11","71","2.9","Nodira Usmanova","NO","active"
"EMP00807","HR","L4","Intern","Tashkent","23/01/2018","2020-12-05","148,339.60","0","2.56","30","74","4.22","Timur Akramov","no","On Leave"
