"order_id","order_date","ship_date","region","city","category","subcategory","customer_segment","order_status","payment_method","units_sold","sales_amount","discount_pct","profit","sales_rep","promo_code"
"ORD00734","2024-11-22","2024-11-27","South","Nukus","Groceries","Storage","Corporate","Returned","Online Wallet","10","1,187.29","0.21","235.77","Nilufar Ismailova","FLASH15"
"ORD00735","2023-12-04","2023-12-05","South","Bukhara","Groceries","Phones","Consumer","Processing","Card","25","5,208.95","0.11","1061.42","Aziza Sobirova","FLASH15"
"ORD00736","2025-01-25","2025-01-28","North","Andijan","Furniture","Phones","Home Office","Returned","Card","8","271.74","0.01","52.99",,
"ORD00737","2023-11-16","2023-11-22","West","Andijan","Electronics","Storage","Home Office","Shipped","Transfer","17","5,377.05","0.24","988","Malika Rakhimova","FLASH15"
"ORD00738","2025-02-25","2025-02-27","East","Fergana","Clothing","Chairs","Corporate","Processing","Transfer","13","409.23","0.24","38.74","Dilshod Aliyev",
"ORD00739","2024-09-08","2024-09-09","Central","Samarkand","Office Supplies","Chairs","Corporate","Processing","Card","15","697.70","0.17","133.93","Anvar Karimov","LOYAL20"
"ORD00740","2023-07-11","2023-07-14","South","Tashkent","Clothing","Jackets","Small Business","Returned","Online Wallet","8","2,636.01","0.01","395.55","Aziza Sobirova",
"ORD00741","2025-01-13","2025-01-14","West","Namangan","Office Supplies","Chairs","Consumer","Returned","Online Wallet","3","390.52","0.03","78.85","Nilufar Ismailova",
"ORD00742","2023-09-13","2023-09-16","South","Tashkent","Furniture","Jackets","Corporate","Delivered","Online Wallet","17","3,688.70","0.25","323.92","Aziza Sobirova","FLASH15"
"ORD00743","2024-06-12","2024-06-13","West","Nukus","Electronics","Laptops","Home Office","Processing","Online Wallet","19","9,241.94","0.07","1243.39","Dilshod Aliyev",
"ORD00744","2023-10-30","2023-11-03","North","Samarkand","Office Supplies","Jackets","Home Office","Delivered","Transfer","6","479.60","0.05","103.57","Aziza Sobirova",
"ORD00745","2024-01-28","2024-02-05","South","Nukus","Office Supplies","Snacks","Home Office","Shipped","Transfer","1","366.23","0.13","32.27","Bekzod Umarov","LOYAL20"
"ORD00746","2023-09-01","2023-09-05","Central","Namangan","Furniture","Phones","Corporate","Returned","Card","15","3,562.07","0.05","358.82","Dilshod Aliyev",
"ORD00747","2023-07-07","2023-07-15","West","Nukus","Clothing","Laptops","Consumer","Shipped","Transfer","7","1,350.60","0.08","284.11","Bekzod Umarov","LOYAL20"
"ORD00748","2023-07-06","2023-07-11","East","Samarkand","Office Supplies","Jackets","Home Office","Shipped","Transfer","13","$674.18","0.06","95.9","Bekzod Umarov","SPRING10"
"ORD00749","2023-05-18","2023-05-19","North","Samarkand","Office Supplies","Laptops","Home Office","Shipped","Transfer","12","163.01","0.04","42.52","Aziza Sobirova","SPRING10"
"ORD00750","2024-05-15","2024-05-17","South","Tashkent","Furniture","Paper","Small Business","Processing","Online Wallet","23","8,620.35","0.22","2402.46","Nilufar Ismailova","FLASH15"
"ORD00751","2023-08-02","2023-08-03","Central","Namangan","Office Supplies","Tables","Consumer","Shipped","Card","8","3,091.78","0.17","343.21","Malika Rakhimova",
"ORD00752","2024-10-14","2024-10-21","East","Fergana","Groceries","Chairs","Small Business","Returned","Cash","18","3,121.96","0.23","538","Bekzod Umarov","LOYAL20"
"ORD00753","2023-07-01","2023-07-04","North","Fergana","Clothing","Storage","Home Office","Processing","Cash","10","3,337.95","0.15","671.12","Malika Rakhimova","FLASH15"
"ORD00754","2024-03-19","2024-03-22","Central","Bukhara","Clothing","Paper","Small Business","Shipped","Transfer","22"," 6,273.63 ","0.11","557.62","Bekzod Umarov",
"ORD00755","2023-06-01","2023-06-07","Central","Bukhara","Groceries","Phones","Home Office","Returned","Online Wallet","23","2,151.60","0.11","571.13","Aziza Sobirova","WEEKEND5"
"ORD00756","2024-10-11","2024-10-12","North","Namangan","Furniture","Paper","Corporate","Returned","Cash","13","244.51","0.14","48.44","Dilshod Aliyev","FLASH15"
"ORD00757","2023-06-19","2023-06-24","West","Samarkand","Clothing","Storage","Home Office","Returned","Card","1","16.50","0.17","4.63","Aziza Sobirova","FLASH15"
"ORD00758","2023-02-12","2023-02-13","Central","Andijan","Electronics","Paper","Consumer","Delivered","Transfer","22","6,900.19","0.11","1656.51","Nilufar Ismailova","SPRING10"
"ORD00759","2025-02-01","2025-02-05","Central","Fergana","Clothing","Paper","Consumer","Returned","Transfer","22","7,888.96","0.21","741.06",,
"ORD00760","2024-04-25","2024-05-02","Central","Fergana","Electronics","Phones","Corporate","Delivered","Online Wallet","4","1,055.07","0.07","130.71","Bekzod Umarov",
"ORD00761","2024-10-19","2024-10-20","North","Bukhara","Groceries","Tables","Consumer","Shipped","Card","8","2,243.40","0.24","237.04","Malika Rakhimova","WEEKEND5"
"ORD00762","2024-08-27","2024-08-29","Central","Tashkent","Office Supplies","Storage","Small Business","Processing","Online Wallet","10","906.35","0.18","123.49","Bekzod Umarov","LOYAL20"
"ORD00763","2025-01-16","2025-01-17","West","Nukus","Electronics","Laptops","Home Office","Shipped","Cash","3","339.82","0.13","100.8","Bekzod Umarov","WEEKEND5"
"ORD00764","2024-10-20","2024-10-28","West","Namangan","Clothing","Paper","Small Business","Delivered","Transfer","13","4,675.93","0.07","565.48","Bekzod Umarov",
"ORD00765","2023-12-01","2023-12-04","South","Fergana","Groceries","Paper","Consumer","Delivered","Card","15","$1,262.14",,"110.02","Dilshod Aliyev","WEEKEND5"
"ORD00766","2024-09-15","2024-09-20","South","Tashkent","Office Supplies","Paper","Consumer","Shipped","Card","6","1,317.77","0.02","109.63","Nilufar Ismailova",
"ORD00767","2024-12-27","2025-01-04","Central","Samarkand","Electronics","Chairs","Home Office","Delivered","Transfer","6","525.51","0.11","74.92","Dilshod Aliyev","WEEKEND5"
"ORD00768","2025-02-23","2025-02-27","Central","Bukhara","Groceries","Storage","Consumer","Delivered","Card","9","3,066.98","0.14","486.15","Nilufar Ismailova",
"ORD00769","2024-05-16","2024-05-18","Central","Tashkent","Clothing","Storage","Small Business","Shipped","Card","23","1,664.07","0.1","175.48","Malika Rakhimova",
"ORD00770","2024-11-24","2024-11-29","North","Bukhara","Furniture","Paper","Consumer","Processing","Cash","18","3,270.93","0.08","776.89","Malika Rakhimova","WEEKEND5"
"ORD00771","2023-03-28","2023-04-05","South","Andijan","Clothing","Phones","Consumer","Shipped","Cash","10","2,484.37","0.13","419.06","Nilufar Ismailova",
"ORD00772","2023-03-21","2023-03-27","East","Namangan","Office Supplies","Laptops","Home Office","Returned","Transfer","1","96.05","0.02","22.86","Nilufar Ismailova","LOYAL20"
"ORD00773","2023-12-05","2023-12-09","Central","Namangan","Groceries","Chairs","Home Office","Returned","Transfer","22","6,626.22","0.2","1978.52","Malika Rakhimova","WEEKEND5"
"ORD00774","2023-08-03","2023-08-09","West","Bukhara","Electronics","Snacks","Home Office","Delivered","Online Wallet","14","4,809.81","0.05","814.74","Bekzod Umarov",
"ORD00775","2024-05-27","2024-06-02","East","Namangan","Electronics","Tables","Consumer","Delivered","Card","18","5,114.94","0.16","980.31","Anvar Karimov","LOYAL20"
"ORD00776","2024-09-07","2024-09-14","North","Nukus","Groceries","Storage","Home Office","Delivered","Transfer","9","1,072.61","0.14","301.56","Malika Rakhimova","WEEKEND5"
"ORD00777","2024-08-18","2024-08-19","South","Tashkent","Groceries","Laptops","Home Office","Returned","Transfer","23","9,074.81","0.12","751.02","Anvar Karimov",
"ORD00778","2023-10-05","2023-10-09","Central","Andijan","Electronics","Phones","Corporate","Returned","Card","7","2,061.46","0.18","557","Bekzod Umarov",
"ORD00779","2023-09-26","2023-10-03","North","Bukhara","Office Supplies","Snacks","Home Office","Processing","Transfer","13","4544.74","0.23","533.09","Dilshod Aliyev",
"ORD00780","2025-02-01","2025-02-07","Central","Tashkent","Office Supplies",,"Small Business","Shipped","Online Wallet","23","7,271.52","0.14","1050.73","Bekzod Umarov","SPRING10"
"ORD00781","2023-07-23","2023-07-25","East","Namangan","Electronics","Laptops","Consumer","Delivered","Transfer","10","3,583.18","0.12","942.28","Malika Rakhimova","SPRING10"
"ORD00782","2023-05-31","2023-06-02","Central","Bukhara","Electronics","Jackets","Corporate","Returned","Online Wallet","4","$617.72","0.01","154.94",,"SPRING10"
"ORD00783","2024-06-21","2024-06-25","South","Nukus","Clothing","Phones","Home Office","Delivered","Online Wallet","14"," 3,906.47 ","0.04","647.65","Nilufar Ismailova","LOYAL20"
"ORD00784","2023-06-22","2023-06-24","South","Andijan","Groceries","Chairs","Corporate","Returned","Cash","21","3,880.69","0.03","885.69","Malika Rakhimova","SPRING10"
"ORD00785","2023-02-11","2023-02-15","East","Samarkand","Electronics","Laptops","Small Business","Shipped","Card","3","78.34","0.03","20.41","Malika Rakhimova",
"ORD00786","2024-08-28","2024-08-29","Central","Namangan","Office Supplies","Snacks","Corporate","Returned","Online Wallet","12","4,399.78","0.09","613.89","Malika Rakhimova","FLASH15"
"ORD00787","2024-04-12","2024-04-13","Central","Fergana","Groceries","Jackets","Home Office","Delivered","Transfer","19","7,260.94","0.25","616.02","Aziza Sobirova","WEEKEND5"
"ORD00788","2023-11-18","2023-11-20","South","Andijan","Groceries","Tables","Consumer","Returned","Transfer","6","665.28","0.12","98.5","Aziza Sobirova","FLASH15"
"ORD00789","2024-12-15","2024-12-21","East","Samarkand","Furniture","Jackets","Small Business","Shipped","Transfer","22","3,584.06","0.04","960.36","Malika Rakhimova","FLASH15"
"ORD00790","2023-07-22","2023-07-24","West","Andijan","Clothing","Snacks","Corporate","Processing","Online Wallet","2","170.50","0.24","16.75","Malika Rakhimova",
"ORD00791","2023-05-14","2023-05-16","North","Bukhara","Office Supplies","Paper","Small Business","Delivered","Online Wallet","3","1,298.76","0.16","374.99","Bekzod Umarov",
"ORD00792","2025-02-22","2025-02-28","Central","Andijan","Groceries","Tables","Consumer","Delivered","Card","8","447.67","0.12","119.32","Nilufar Ismailova",
"ORD00793","2023-08-28","2023-09-02","South","Fergana","Office Supplies","Tables","Consumer","Returned","Transfer","24",,"0.09","958.31","Bekzod Umarov","SPRING10"
"ORD00794","2023-01-25","2023-01-31","South","Nukus","Groceries","Phones","Corporate","Processing","Cash","22","2,184.39","0.12","476.13","Malika Rakhimova","LOYAL20"
"ORD00795","2024-08-16","2024-08-17","North","Namangan","Furniture","Storage","Small Business","Returned","Transfer","15","3,942.10","0.02","622.31","Dilshod Aliyev","LOYAL20"
"ORD00796","2023-01-18","2023-01-20","South","Nukus","Furniture","Paper","Consumer","Processing","Card","17","4,610.16","0.17","873.61","Malika Rakhimova",
"ORD00797","2025-02-06","2025-02-13","South","Tashkent","Groceries","Tables","Small Business","Delivered","Transfer","12","699.84","0.25","61.15","Malika Rakhimova","FLASH15"
"ORD00798","2024-07-10","2024-07-15","North","Fergana","Office Supplies","Storage","Corporate","Delivered","Card","13","2,500.77","0.01","300.79","Malika Rakhimova","SPRING10"
"ORD00799","2024-06-13","2024-06-20","East","Namangan","Furniture","Paper","Small Business","Delivered","Online Wallet","8","$1,134.65","0.24","334.11","Nilufar Ismailova","FLASH15"
"ORD00800","2023-11-13","2023-11-20","North","Nukus","Furniture","Laptops","Small Business","Delivered","Online Wallet","15","4,553.57","0.14","846.8","Malika Rakhimova",
"ORD00801","2024-10-02","2024-10-03","West","Samarkand","Furniture","Tables","Consumer","Returned","Card","23","8,846.60","0.01","837.96","Anvar Karimov","WEEKEND5"
"ORD00802","2023-04-21","2023-04-23","West","Andijan","Groceries","Jackets","Corporate","Delivered","Card","23","8,576.29","0.13","1740.31","Aziza Sobirova","SPRING10"
"ORD00803","2025-02-08","2025-02-13","North","Samarkand","Clothing","Tables","Home Office","Processing","Cash","10","3,715.07","0.13","887.72","Nilufar Ismailova","LOYAL20"
"ORD00804","2024-02-08","2024-02-09","North","Tashkent","Groceries","Phones","Consumer","Processing","Cash","22","199.40","0.17","50.55","Malika Rakhimova",
"ORD00805","2023-02-20","2023-02-26","East","Bukhara","Office Supplies","Jackets","Consumer","Returned","Card","16","1,952.42","0.19","447.76",,
"ORD00806","2024-11-25","2024-11-28","North","Tashkent","Clothing","Chairs","Small Business","Shipped","Transfer","16","2,625.64","0.01","426.88","Bekzod Umarov","LOYAL20"
"ORD00807","2023-06-25","2023-07-02","North","Tashkent","Electronics","Tables","Small Business","Returned","Cash","25","3,075.03","0.16","849.72","Dilshod Aliyev",
"ORD00808","2024-10-05","2024-10-06","Central","Nukus","Electronics","Chairs","Small Business","Processing","Online Wallet","25","9,630.96","0.04","2536.7","Anvar Karimov",
"ORD00809","2023-06-10","2023-06-18","Central","Fergana","Office Supplies","Phones","Small Business","Shipped","Cash","13","978.57","0.08","113.16","Aziza Sobirova","SPRING10"
"ORD00810","2024-03-26","2024-04-02","East","Nukus","Groceries","Jackets","Corporate","Returned","Online Wallet","15","1,418.44",,"380.66","Anvar Karimov","FLASH15"
"ORD00811","2023-06-14","2023-06-17","South","Samarkand","Electronics","Jackets","Small Business","Delivered","Cash","25","3,851.03","0.11","347.08","Bekzod Umarov","WEEKEND5"
"ORD00812","2024-01-29","2024-02-02","North","Namangan","Groceries","Phones","Home Office","Returned","Online Wallet","9"," 158.31 ","0.16","16.66","Aziza Sobirova",
"ORD00813","2023-08-14","2023-08-16","South","Tashkent","Electronics","Phones","Corporate","Processing","Cash","19","6,335.97","0.2","1305.22","Bekzod Umarov",
"ORD00814","2024-05-11","2024-05-12","East","Fergana","Office Supplies","Jackets","Consumer","Processing","Cash","6","1,067.82","0","286.43","Malika Rakhimova",
"ORD00815","2023-04-11","2023-04-15","East","Namangan","Clothing","Tables","Consumer","Shipped","Card","15","1,258.13","0.05","290.12","Nilufar Ismailova","LOYAL20"
"ORD00816","2024-02-27","2024-03-04","West","Andijan","Groceries","Chairs","Home Office","Shipped","Cash","23","$199.96","0.1","44.86","Malika Rakhimova","FLASH15"
"ORD00817","2024-12-16","2024-12-24","Central","Samarkand","Office Supplies","Storage","Consumer","Shipped","Cash","20","3,565.62","0.24","958.02","Aziza Sobirova",
"ORD00818","2024-01-20","2024-01-24","West","Bukhara","Clothing","Phones","Corporate","Returned","Online Wallet","22","1,077.78","0.02","188.35","Anvar Karimov","LOYAL20"
"ORD00819","2023-10-12","2023-10-14","East","Namangan","Electronics","Snacks","Home Office","Shipped","Cash","13","1,236.30","0.21","142.56","Anvar Karimov","WEEKEND5"
"ORD00820","2023-08-25","2023-08-29","East","Samarkand","Electronics","Paper","Consumer","Processing","Online Wallet","24","7861.59","0.16","1177.89","Dilshod Aliyev",
"ORD00821","2025-02-17","2025-02-18","Central","Tashkent","Groceries","Tables","Small Business","Processing","Online Wallet","7","3,145.75","0.14","904.03","Aziza Sobirova",
"ORD00822","2023-01-31","2023-02-03","Central","Samarkand","Furniture","Chairs","Small Business","Returned","Cash","8","2,291.90","0.2","195.26","Nilufar Ismailova","FLASH15"
"ORD00823","2024-03-12","2024-03-18","North","Andijan","Office Supplies","Paper","Corporate","Shipped","Card","10","2,302.54","0.13","453.5","Anvar Karimov","FLASH15"
"ORD00824","2024-04-17","2024-04-22","South","Samarkand","Office Supplies","Snacks","Consumer","Returned","Online Wallet","16","4,861.38","0.06","1263.81","Bekzod Umarov",
"ORD00825","2025-02-04","2025-02-08","South","Bukhara","Electronics","Storage","Small Business","Returned","Online Wallet","4","167.39","0.04","21.65","Dilshod Aliyev","LOYAL20"
"ORD00826","2024-07-04","2024-07-10","South","Fergana","Groceries","Laptops","Consumer","Shipped","Online Wallet","6","1,755.12","0.14","256.47","Anvar Karimov","LOYAL20"
"ORD00827","2024-08-26","2024-08-28","North","Tashkent","Clothing","Jackets","Consumer","Delivered","Transfer","16","6,852.31","0.08","1969.22","Aziza Sobirova","WEEKEND5"
"ORD00828","2025-01-10","2025-01-15","East","Samarkand","Furniture","Paper","Home Office","Processing","Cash","21","1,592.14","0.2","252.01",,
"ORD00829","2024-08-03","2024-08-08","South","Nukus","Electronics","Snacks","Home Office","Processing","Cash","10","3,170.81","0.06","718.3","Anvar Karimov","WEEKEND5"
"ORD00830","2023-02-18","2023-02-25","West","Namangan","Furniture","Phones","Consumer","Returned","Cash","4","608.89","0.23","136.97","Aziza Sobirova","FLASH15"
"ORD00831","2023-06-16","2023-06-22","Central","Nukus","Furniture","Tables","Home Office","Processing","Online Wallet","24","9,484.19","0.19","2254.23","Bekzod Umarov","WEEKEND5"
"ORD00832","2024-09-03","2024-09-05","East","Tashkent","Furniture",,"Consumer","Returned","Card","4","1,835.75","0.07","490.77","Aziza Sobirova","SPRING10"
"ORD00833","2024-06-18","2024-06-26","West","Andijan","Furniture","Jackets","Consumer","Returned","Transfer","9","$1,516.09","0.05","378.02","Bekzod Umarov","WEEKEND5"
"ORD00834","2025-01-29","2025-02-05","Central","Bukhara","Furniture","Laptops","Home Office","Processing","Transfer","24","10,776.14","0.08","969.86","Aziza Sobirova","FLASH15"
"ORD00835","2024-11-07","2024-11-13","South","Andijan","Office Supplies","Jackets","Consumer","Processing","Online Wallet","10","1,584.52","0.25","398.22","Malika Rakhimova","SPRING10"
"ORD00836","2025-02-28","2025-03-07","Central","Samarkand","Furniture","Storage","Small Business","Shipped","Card","10","119.23","0.08","15.69","Dilshod Aliyev",
"ORD00837","2023-03-25","2023-04-02","East","Bukhara","Groceries","Snacks","Home Office","Shipped","Cash","20","5,769.31","0.19","1046.07","Dilshod Aliyev","WEEKEND5"
"ORD00838","2023-09-07","2023-09-08","South","Namangan","Furniture","Snacks","Small Business","Shipped","Card","3","178.91","0.21","45.18","Dilshod Aliyev","WEEKEND5"
"ORD00839","2023-09-01","2023-09-03","Central","Tashkent","Office Supplies","Tables","Home Office","Shipped","Transfer","1","448.86","0.1","50.65","Aziza Sobirova","FLASH15"
"ORD00840","2024-11-14","2024-11-19","South","Nukus","Groceries","Laptops","Small Business","Shipped","Cash","21","637.16","0.16","148.91","Malika Rakhimova",
"ORD00841","2025-02-04","2025-02-07","South","Andijan","Electronics","Phones","Corporate","Delivered","Transfer","24"," 6,469.63 ","0.04","1036.37","Dilshod Aliyev","WEEKEND5"
"ORD00842","2023-08-28","2023-09-02","West","Tashkent","Groceries","Snacks","Small Business","Shipped","Cash","4","1,141.79","0.15","182.45","Anvar Karimov",
"ORD00843","2024-10-18","2024-10-22","East","Samarkand","Furniture","Paper","Home Office","Delivered","Online Wallet","22","7,143.86","0.17","877.12","Anvar Karimov","WEEKEND5"
"ORD00844","2024-06-22","2024-06-29","North","Fergana","Groceries","Snacks","Corporate","Delivered","Card","13","1,784.94","0.13","226.14","Anvar Karimov","WEEKEND5"
"ORD00845","2023-03-19","2023-03-27","North","Fergana","Clothing","Chairs","Home Office","Shipped","Online Wallet","8","1,713.04","0.05","481.87","Malika Rakhimova","SPRING10"
"ORD00846","2023-07-20","2023-07-27","West","Tashkent","Groceries","Paper","Home Office","Processing","Cash","2","455.90","0.2","46.88","Malika Rakhimova","LOYAL20"
"ORD00847","2025-01-20","2025-01-24","Central","Bukhara","Clothing","Paper","Home Office","Delivered","Transfer","3","223.99","0.06","44.22","Anvar Karimov","FLASH15"
"ORD00848","2024-08-15","2024-08-19","North","Namangan","Furniture","Phones","Corporate","Returned","Transfer","14","3,829.20","0.05","686.9","Anvar Karimov",
"ORD00849","2023-08-08","2023-08-16","South","Namangan","Electronics","Jackets","Corporate","Shipped","Cash","14","3,076.02","0.05","468.71","Malika Rakhimova","WEEKEND5"
"ORD00850","2023-02-16","2023-02-17","North","Fergana","Electronics","Storage","Small Business","Returned","Online Wallet","24","$9,455.24","0.16","1194.33","Anvar Karimov",
"ORD00851","2024-06-10","2024-06-12","East","Samarkand","Clothing","Snacks","Corporate","Returned","Cash","9","1,229.42","0.02","275.87",,
"ORD00852","2023-01-04","2023-01-12","Central","Fergana","Office Supplies","Paper","Consumer","Delivered","Cash","11","5,565.50","0.02","745.12","Aziza Sobirova","LOYAL20"
"ORD00853","2024-02-09","2024-02-13","North","Nukus","Electronics","Jackets","Home Office","Returned","Online Wallet","16","969.32","0.22","144.04","Dilshod Aliyev","WEEKEND5"
"ORD00854","2023-11-18","2023-11-23","East","Nukus","Clothing","Tables","Home Office","Shipped","Online Wallet","19",,"0.23","583.2","Nilufar Ismailova",
"ORD00855","2024-01-18","2024-01-19","North","Bukhara","Electronics","Snacks","Small Business","Returned","Cash","19","4,359.45",,"1221.65","Dilshod Aliyev",
"ORD00856","2023-12-01","2023-12-09","East","Samarkand","Office Supplies","Jackets","Consumer","Processing","Transfer","8","665.88","0.24","138.27","Dilshod Aliyev","SPRING10"
"ORD00857","2025-01-23","2025-01-25","North","Bukhara","Office Supplies","Paper","Consumer","Delivered","Transfer","3","390.09","0.03","75.13","Bekzod Umarov","SPRING10"
"ORD00858","2024-12-23","2024-12-24","North","Fergana","Clothing","Paper","Consumer","Returned","Card","13","2,811.21","0.06","725.76","Nilufar Ismailova","FLASH15"
"ORD00859","2023-09-09","2023-09-14","Central","Tashkent","Furniture","Phones","Corporate","Processing","Online Wallet","23","10,188.69","0.13","2502.89","Nilufar Ismailova","FLASH15"
"ORD00860","2023-09-23","2023-09-30","North","Samarkand","Furniture","Paper","Small Business","Shipped","Card","10","2,585.27","0.16","770.36","Nilufar Ismailova","SPRING10"
"ORD00861","2024-07-02","2024-07-10","South","Namangan","Furniture","Paper","Consumer","Delivered","Cash","11","3274.92","0.25","755.39","Dilshod Aliyev",
"ORD00862","2023-08-19","2023-08-22","East","Namangan","Furniture","Laptops","Consumer","Shipped","Transfer","22","2,063.08","0.24","268.07","Aziza Sobirova",
"ORD00863","2023-09-19","2023-09-25","North","Tashkent","Clothing","Phones","Small Business","Delivered","Card","3","276.80","0.08","50.19","Malika Rakhimova",
"ORD00864","2024-12-28","2025-01-04","East","Nukus","Clothing","Laptops","Corporate","Shipped","Card","21","3,694.59","0.01","810.4","Nilufar Ismailova","FLASH15"
"ORD00865","2023-11-04","2023-11-10","Central","Tashkent","Electronics","Snacks","Consumer","Shipped","Online Wallet","1","293.12","0.23","49.16","Malika Rakhimova",
"ORD00866","2023-03-02","2023-03-05","East","Bukhara","Groceries","Storage","Small Business","Returned","Card","7","2,225.39","0.22","392.78","Malika Rakhimova","SPRING10"
"ORD00867","2023-05-06","2023-05-14","North","Bukhara","Furniture","Chairs","Small Business","Processing","Transfer","3","$184.44","0.16","27.6","Nilufar Ismailova","FLASH15"
"ORD00868","2023-10-21","2023-10-26","North","Bukhara","Electronics","Paper","Small Business","Shipped","Cash","19","8,101.91","0.19","2332.12","Bekzod Umarov","SPRING10"
"ORD00869","2024-05-18","2024-05-25","North","Fergana","Office Supplies","Tables","Small Business","Returned","Online Wallet","19","683.83","0.07","86.85","Aziza Sobirova",
"ORD00870","2024-07-20","2024-07-27","North","Tashkent","Office Supplies","Phones","Consumer","Processing","Card","12"," 4,184.04 ","0.15","507.17","Bekzod Umarov","FLASH15"
"ORD00871","2025-02-26","2025-03-04","Central","Namangan","Groceries","Jackets","Consumer","Processing","Card","16","1,855.95","0.13","197.9","Dilshod Aliyev","FLASH15"
"ORD00872","2025-02-17","2025-02-19","Central","Namangan","Electronics","Storage","Home Office","Processing","Card","19","1,002.27","0.15","113.71","Nilufar Ismailova","SPRING10"
"ORD00873","2024-03-08","2024-03-10","South","Namangan","Electronics","Laptops","Small Business","Delivered","Online Wallet","2","680.23","0.17","92.79","Anvar Karimov","LOYAL20"
"ORD00874","2024-01-01","2024-01-08","Central","Nukus","Furniture","Jackets","Consumer","Delivered","Cash","20","7,559.21","0.03","2229.93",,
"ORD00875","2023-11-28","2023-12-05","West","Andijan","Groceries","Jackets","Home Office","Processing","Transfer","18","4,583.40","0.02","415.69","Malika Rakhimova",
"ORD00876","2023-02-11","2023-02-12","Central","Andijan","Clothing","Chairs","Home Office","Delivered","Online Wallet","13","4,615.72","0.13","1222.25","Malika Rakhimova",
"ORD00877","2023-06-16","2023-06-24","East","Bukhara","Electronics","Paper","Small Business","Shipped","Card","10","806.04","0.1","64.75","Malika Rakhimova","LOYAL20"
"ORD00878","2023-12-29","2024-01-01","East","Namangan","Groceries","Phones","Home Office","Shipped","Online Wallet","17","2,966.84","0.14","301.3","Malika Rakhimova","LOYAL20"
"ORD00879","2024-10-27","2024-11-03","North","Andijan","Clothing","Laptops","Home Office","Processing","Cash","7","511.13","0.09","124.63","Dilshod Aliyev","FLASH15"
"ORD00880","2024-02-10","2024-02-17","East","Andijan","Groceries","Snacks","Home Office","Delivered","Transfer","8","1,363.76","0.18","208.45","Anvar Karimov",
"ORD00881","2024-07-21","2024-07-26","North","Nukus","Clothing","Tables","Corporate","Returned","Online Wallet","1","292.42","0.13","83.53","Aziza Sobirova",
"ORD00882","2023-11-20","2023-11-22","Central","Andijan","Groceries","Chairs","Corporate","Shipped","Transfer","7","186.50","0.14","45.34","Bekzod Umarov","FLASH15"
"ORD00883","2024-02-19","2024-02-24","West","Fergana","Clothing","Laptops","Corporate","Returned","Cash","11","153.01","0.03","15.23","Aziza Sobirova","LOYAL20"
"ORD00884","2024-03-17","2024-03-24","Central","Andijan","Office Supplies",,"Home Office","Delivered","Cash","23","$8,990.96","0.01","1724.52","Aziza Sobirova","WEEKEND5"
"ORD00885","2024-03-03","2024-03-07","South","Fergana","Office Supplies","Laptops","Home Office","Shipped","Cash","8","547.12","0.05","133.13","Malika Rakhimova","SPRING10"
"ORD00886","2025-01-23","2025-01-27","East","Nukus","Groceries","Chairs","Home Office","Delivered","Online Wallet","20","2,047.83","0.14","382.68","Nilufar Ismailova","LOYAL20"
"ORD00887","2025-02-19","2025-02-22","East","Bukhara","Office Supplies","Tables","Consumer","Delivered","Transfer","7","2,416.24","0.06","222.98","Nilufar Ismailova","WEEKEND5"
"ORD00888","2023-04-14","2023-04-19","South","Samarkand","Clothing","Tables","Consumer","Processing","Transfer","8","1,800.59","0.05","239.22","Nilufar Ismailova",
"ORD00889","2024-08-03","2024-08-07","North","Namangan","Electronics","Phones","Corporate","Delivered","Cash","22","458.83","0.2","86.35","Aziza Sobirova","LOYAL20"
"ORD00890","2023-12-07","2023-12-15","West","Andijan","Groceries","Chairs","Home Office","Delivered","Cash","24","5,148.08","0.01","1483.57","Nilufar Ismailova","WEEKEND5"
"ORD00891","2024-03-06","2024-03-14","North","Andijan","Electronics","Laptops","Consumer","Returned","Cash","11","3,703.68","0.23","892.98","Dilshod Aliyev","FLASH15"
"ORD00892","2023-03-23","2023-03-31","East","Samarkand","Clothing","Tables","Consumer","Delivered","Card","17","4,734.54","0.08","477.44","Nilufar Ismailova","SPRING10"
"ORD00893","2023-12-09","2023-12-16","West","Andijan","Groceries","Tables","Consumer","Processing","Online Wallet","18","6,978.31","0.12","1397.13","Aziza Sobirova","SPRING10"
"ORD00894","2025-02-17","2025-02-21","East","Fergana","Groceries","Phones","Small Business","Processing","Transfer","2","998.04","0.01","238.22","Anvar Karimov",
"ORD00895","2024-07-11","2024-07-12","South","Andijan","Clothing","Chairs","Corporate","Shipped","Card","15","7,166.80","0.09","967.62","Nilufar Ismailova","SPRING10"
"ORD00896","2024-04-11","2024-04-17","Central","Samarkand","Clothing","Snacks","Consumer","Delivered","Card","15","5,510.89","0.18","1158.4","Bekzod Umarov",
"ORD00897","2024-10-30","2024-11-01","Central","Fergana","Furniture","Laptops","Home Office","Returned","Card","10","2,957.57","0.23","394.14",,
"ORD00898","2023-07-31","2023-08-04","North","Namangan","Office Supplies","Paper","Home Office","Returned","Transfer","21","5,836.54","0.12","814.49","Aziza Sobirova","LOYAL20"
"ORD00899","2023-07-15","2023-07-17","North","Bukhara","Electronics","Laptops","Home Office","Returned","Cash","18"," 3,642.75 ","0.09","469.24","Anvar Karimov",
